player_name,age,nationality,club,overall,potential,pace,shooting,passing,dribbling,physical,market_value
Erling Mane,32,Korea,Manchester United,66,74,51,59,67,67,65,54978117
Rodrygo Becker,21,Croatia,Bayern Munich,60,61,55,56,52,69,64,47778557
Andre Gundogan,21,Brazil,Chelsea,85,94,83,78,79,85,98,69287682
Riyad Mane,35,Portugal,Ajax,62,62,70,62,58,59,54,49833761
Gavi Ronaldo,33,Argentina,Inter Milan,72,72,80,69,71,67,75,57195169
Pedri Nunez,19,Norway,Barcelona,68,77,73,66,62,69,55,56396859
Diogo Pedri,29,Uruguay,Juventus,59,59,57,60,40,60,48,46783363
Thomas Courtois,31,Korea,Manchester United,87,87,85,89,87,88,83,69503941
Marcus Gundogan,30,Japan,Bayern Munich,68,68,76,59,86,66,81,54538372
Kevin Mount,35,France,Manchester United,72,80,72,69,56,73,69,59468687
Rodrygo Alcantara,17,Argentina,Juventus,60,64,47,61,42,55,65,47900308
Andre Kane,32,Norway,Leipzig,79,85,77,69,75,78,70,63366741
Erling Rice,30,Germany,Dortmund,61,69,70,70,64,65,67,51016638
Harry Di Maria,37,Argentina,Sevilla,57,57,66,48,57,60,56,45111396
Darwin Hernandez,31,England,Roma,62,64,65,61,51,45,77,50116678
Manuel Becker,37,Uruguay,Bayern Munich,73,80,67,79,68,69,66,59387072
Mason Gavi,33,USA,Inter Milan,74,79,74,67,65,71,74,59234066
Federico Ter Stegen,17,Croatia,Manchester City,82,89,74,89,89,80,79,67215956
Mason Dias,35,USA,AC Milan,64,75,54,69,59,61,60,53797196
Marcus Fernandes,34,Korea,Liverpool,86,86,86,96,67,78,82,67584336
Jan Rashford,21,England,Atletico Madrid,70,75,75,61,58,50,68,57712915
Robert Pogba,21,Argentina,Arsenal,73,73,90,75,69,64,71,58978818
Kylian Pogba,18,Spain,Real Madrid,77,84,81,93,70,86,73,62650362
Harry Valverde,25,France,Liverpool,52,56,70,46,50,50,58,43060212
Neymar Silva,25,Norway,Juventus,81,81,75,65,75,90,86,63728009
Vinicius Messi,40,Portugal,Manchester United,61,67,52,57,47,57,60,48848126
Federico Valverde,27,Argentina,Roma,66,73,74,69,66,69,66,55248267
Federico Alcantara,39,Norway,Liverpool,74,84,72,73,68,73,72,62048918
Manuel Camavinga,21,USA,PSG,77,77,82,72,82,84,71,61645892
Ilkay Modric,28,Germany,Atletico Madrid,64,64,65,71,52,56,62,51076071
Darwin De Bruyne,21,Belgium,Atletico Madrid,88,89,84,97,86,99,88,69769659
Harry Kane,26,France,Manchester United,74,74,83,72,62,75,76,59102121
Benjamin Felix,20,USA,Dortmund,69,69,70,80,56,64,69,55172305
Darwin Pogba,40,Norway,PSG,69,73,59,70,67,62,67,55862116
Robert Pedri,26,Germany,Sevilla,65,67,60,67,75,73,67,52397016
Kevin Pedri,19,Japan,Manchester City,73,73,69,59,79,69,76,58927043
Alisson Messi,38,Netherlands,Liverpool,78,86,73,78,74,75,81,63903306
Marc Felix,37,USA,Inter Milan,63,69,69,63,72,53,60,52368779
Ruben Lewandowski,17,France,Barcelona,83,83,71,81,87,88,85,66938358
Rodrygo Reus,17,Croatia,Ajax,72,72,88,76,68,81,66,57353114
Andre Lewandowski,32,Spain,AC Milan,65,65,58,78,74,65,62,50600640
Thiago Di Maria,35,Japan,Arsenal,76,87,68,80,75,68,84,64353722
Angel Valverde,32,Uruguay,Leipzig,68,68,62,54,65,88,68,53641744
Luis Mane,36,Netherlands,Sevilla,62,65,67,60,74,67,66,50064454
Marco Modric,33,Croatia,Leipzig,50,58,40,45,74,52,58,40765427
Neymar Jota,21,Spain,Barcelona,63,76,55,61,72,58,70,53610311
Sadio Salah,22,Norway,Manchester United,79,88,84,83,87,88,63,64512822
Neymar Hernandez,34,France,Ajax,70,70,61,67,75,60,79,54763561
Marc Di Maria,29,Norway,Bayern Munich,80,90,83,77,84,69,80,66062859
Lionel Di Maria,35,Croatia,Atletico Madrid,63,63,61,60,65,67,59,48725494
Ruben Benzema,29,Japan,Juventus,73,75,87,72,84,69,65,58056180
Paul Becker,30,Croatia,Arsenal,76,76,70,75,82,71,75,59828895
Jude Alcantara,19,Italy,Leipzig,77,80,66,74,80,81,67,62869929
Andre Junior,29,Japan,Sevilla,60,64,62,69,64,58,57,47807376
Ilkay Suarez,25,Brazil,Inter Milan,82,87,82,74,78,81,87,66476101
Ederson Ter Stegen,40,Japan,Barcelona,60,63,52,43,65,57,58,48000889
Bernardo Salah,35,Argentina,Atletico Madrid,84,84,85,82,81,82,83,66614676
Thomas Rice,35,USA,Liverpool,69,72,77,67,63,75,71,54696252
Cristiano Busquets,38,Spain,Inter Milan,66,67,68,68,61,67,64,51463598
Thiago Messi,24,Portugal,Chelsea,69,81,63,80,53,69,56,59003423
Luis Jota,28,Uruguay,Dortmund,62,64,69,65,63,69,63,48876351
Mohamed Pavard,24,Spain,Chelsea,72,75,62,73,81,74,79,58971656
Luis Silva,24,USA,Juventus,71,75,76,76,66,79,60,57640865
Paul Silva,27,Spain,Ajax,70,73,66,81,75,61,60,55616145
Marco Rice,27,Japan,Bayern Munich,86,86,82,99,88,82,90,69033442
Achraf Dias,25,England,Chelsea,74,74,84,68,90,81,83,57999248
Karim Mane,33,Argentina,Arsenal,50,50,55,46,45,40,49,39630190
Vinicius Busquets,24,Germany,Dortmund,59,59,45,47,65,69,57,46485756
Joao Modric,20,Argentina,Manchester City,69,82,55,68,73,64,67,59226056
Mohamed Mbappe,38,Korea,Manchester City,68,71,83,64,64,62,72,53908504
Ederson Mbappe,33,Norway,AC Milan,50,53,55,50,55,45,50,41025768
Thomas Foden,30,France,Chelsea,73,74,68,75,72,67,71,57881527
Diogo Ronaldo,21,Belgium,Roma,72,78,78,77,72,72,76,59234004
Phil De Bruyne,27,Netherlands,Dortmund,63,66,64,72,62,50,58,49882516
Bruno Suarez,20,Norway,Barcelona,75,81,69,62,69,82,81,62019757
Riyad Di Maria,23,Croatia,PSG,80,80,76,72,68,75,86,63134056
Phil Haaland,26,Uruguay,PSG,83,86,79,94,94,75,87,67213653
Kylian Foden,18,Netherlands,Barcelona,90,91,89,88,91,90,90,72892573
Luis Rice,33,Croatia,Real Madrid,95,99,99,81,81,85,86,76627964
Darwin Foden,31,Uruguay,Chelsea,84,92,84,91,95,83,83,69233475
David Pedri,32,Korea,Barcelona,61,61,61,65,57,73,56,47471885
Mohamed Gavi,32,Norway,AC Milan,84,89,78,87,99,78,72,67317568
Kevin Jota,28,Argentina,Dortmund,95,95,93,94,99,99,92,76109464
Marcus Foden,30,Norway,Barcelona,71,71,73,67,62,67,80,56790963
Pedri Mount,36,Norway,AC Milan,73,74,89,72,68,70,80,58977103
Sergio Rice,33,Belgium,Roma,93,93,92,99,87,84,93,73284191
Mohamed Pavard,28,England,Dortmund,50,50,57,54,46,45,57,39671671
Darwin Valverde,36,Uruguay,Manchester United,71,72,71,78,72,83,55,56353900
Pedri De Bruyne,39,Japan,Liverpool,59,65,67,55,64,58,63,48422415
Harry Becker,29,Spain,Arsenal,64,64,79,65,69,60,61,50597555
Cristiano Reus,32,Korea,Bayern Munich,87,87,82,90,81,83,83,68832644
Sergio Dias,28,Belgium,Atletico Madrid,77,90,90,62,74,75,81,64561010
Bruno Courtois,40,Morocco,Roma,64,68,65,60,47,59,69,51513651
Ruben Junior,19,Italy,PSG,71,71,73,71,71,88,70,57388088
Harry De Bruyne,32,Argentina,Liverpool,61,61,66,70,70,68,63,48824080
Mohamed Junior,23,Belgium,Real Madrid,84,87,78,80,77,72,90,68028201
Diogo Becker,28,Argentina,Real Madrid,82,82,67,74,85,76,75,65319922
Vinicius Pedri,39,Portugal,Arsenal,64,70,68,59,52,67,63,51609295
Joao Silva,23,Norway,Leipzig,64,64,67,66,73,60,63,50008956
Manuel Mount,26,Korea,Chelsea,50,54,48,50,53,51,42,40063646
Angel Junior,35,England,Liverpool,70,72,62,68,71,69,70,56332211
Alisson Alcantara,40,Croatia,Manchester United,70,77,62,61,68,67,74,57029451
David Pavard,22,Uruguay,Sevilla,56,60,59,58,46,55,47,45613587
David Salah,34,Germany,Manchester United,69,73,69,70,82,73,73,55587725
Joao Camavinga,20,Norway,Real Madrid,68,68,56,62,78,71,73,54047142
Marc Reus,28,Spain,Juventus,87,88,98,87,92,83,75,68584151
Manuel Mendy,29,Belgium,Real Madrid,79,80,69,78,71,84,89,62665618
Luka Mahrez,20,England,Ajax,65,72,53,64,75,73,67,53182156
Mason Gavi,27,USA,AC Milan,77,80,83,74,84,75,54,62041455
Karim Junior,40,Spain,Inter Milan,68,68,64,64,77,78,72,53673186
Benjamin Mahrez,29,Korea,Ajax,78,82,90,73,96,67,76,63807475
Ruben Rice,20,USA,Arsenal,85,95,96,86,76,93,79,71381061
Harry Nunez,29,Korea,Liverpool,85,86,86,87,69,94,93,66810098
Robert Dias,19,England,Liverpool,94,99,99,91,94,96,99,76420879
Declan Pavard,37,Brazil,Roma,69,69,64,76,65,69,66,54851974
Robert Salah,24,England,Bayern Munich,77,85,72,84,84,71,75,62857232
Kevin Rice,30,Brazil,Manchester City,76,76,71,76,63,72,75,59711382
Thiago Rice,38,Spain,Atletico Madrid,74,86,56,66,80,64,57,62423955
Neymar Haaland,26,Portugal,Bayern Munich,79,80,87,87,85,80,85,62694289
Thomas Gundogan,35,Brazil,Bayern Munich,65,74,59,65,90,70,74,54020371
Eduardo Rashford,21,Uruguay,Dortmund,63,73,58,58,66,64,69,53497347
Mohamed Pogba,27,Croatia,Barcelona,83,88,82,96,69,82,79,68196117
Neymar Silva,20,England,Inter Milan,59,61,60,65,59,70,71,46501842
Luka Busquets,37,Croatia,Ajax,62,65,67,64,64,67,58,50199167
Ruben Courtois,24,England,Roma,68,70,60,53,67,73,64,54456545
Manuel Foden,36,Japan,Arsenal,63,63,53,73,49,62,49,48784936
Manuel Busquets,35,Spain,Manchester City,79,86,78,71,82,78,90,64844795
Bruno Reus,39,Morocco,Bayern Munich,82,91,83,75,66,84,81,68477902
Neymar Salah,32,England,Bayern Munich,69,79,64,57,63,77,78,56809905
Marcus Lewandowski,18,Germany,Dortmund,67,75,67,57,67,74,59,55256965
Luka Pavard,34,Argentina,Real Madrid,65,71,61,72,76,69,61,53300216
Ilkay Becker,33,Spain,Manchester United,62,62,48,47,58,57,47,49391935
Jude Nunez,26,Norway,Manchester United,65,71,69,67,74,70,67,53694110
Marco Mount,28,England,Sevilla,71,74,85,78,68,64,80,56407065
Sadio Di Maria,22,England,Dortmund,89,89,71,89,76,70,86,70348552
Benjamin Nunez,35,England,PSG,73,73,70,60,82,80,70,56887857
Mohamed Hernandez,24,France,Leipzig,76,91,77,62,69,75,67,65009859
Joao Modric,32,Portugal,Sevilla,67,79,61,66,62,76,62,57374468
Diogo Busquets,18,Korea,Inter Milan,81,81,75,84,66,59,83,64183116
Bernardo Modric,40,Japan,Barcelona,76,78,73,77,68,75,83,60636520
Thiago Foden,30,Germany,Barcelona,85,92,81,92,76,77,89,70492604
Kylian Rashford,27,Belgium,Bayern Munich,53,62,60,44,47,50,51,45269916
Luis Reus,30,Japan,PSG,76,83,73,81,88,76,64,62784504
Manuel Modric,38,Netherlands,Atletico Madrid,79,85,68,89,83,67,72,64833006
Angel Kane,36,Norway,Real Madrid,95,99,92,83,99,99,82,76265972
Paul Mahrez,29,Croatia,Manchester City,75,75,89,71,69,81,65,59514361
Luka Becker,25,USA,PSG,79,79,71,87,78,78,81,62422758
Riyad Ronaldo,35,Morocco,Roma,67,68,66,65,61,70,69,52468972
Luka Foden,19,England,Barcelona,95,99,90,99,86,99,96,76333895
Alisson Dias,38,USA,Inter Milan,71,84,75,70,83,73,67,60140858
David Rice,20,Norway,AC Milan,57,63,51,40,69,58,54,46711122
Mohamed Messi,31,Spain,Atletico Madrid,64,66,57,69,57,69,71,50284207
Mohamed Foden,17,Korea,Juventus,75,86,68,66,86,66,68,62456321
Jan Lewandowski,26,Italy,Manchester United,68,74,53,70,65,65,65,54919713
Thomas Becker,31,Morocco,Manchester United,55,58,55,58,60,49,56,44493428
Thiago Camavinga,33,Norway,Chelsea,61,62,60,61,69,72,57,48224550
Diogo Camavinga,30,Germany,Manchester United,87,95,73,85,91,98,86,72299628
Joao Mendy,21,Spain,PSG,78,79,76,77,73,81,85,62571260
Ruben Camavinga,36,Belgium,PSG,50,50,40,49,49,48,52,39828389
Darwin Nunez,22,Croatia,Ajax,68,73,65,76,63,77,73,55925372
Ruben Kane,18,Argentina,Leipzig,67,68,74,59,67,56,69,52949631
Vinicius Reus,39,France,Roma,72,77,54,73,70,68,67,58795202
Angel Kane,23,Brazil,Manchester City,62,67,66,71,61,58,69,50629822
Marcus Pavard,19,Brazil,Manchester United,50,50,57,40,41,55,53,39738341
Mohamed Silva,24,Netherlands,Manchester City,76,82,78,76,79,69,72,62542768
Benjamin Mendy,22,Italy,Barcelona,58,63,52,48,69,52,59,47416141
Neymar Mount,31,Belgium,Inter Milan,70,72,56,74,70,56,71,56085061
Kylian Rashford,36,Uruguay,Liverpool,75,86,80,82,85,86,81,61621889
Bernardo Gavi,24,Belgium,Ajax,76,79,79,74,78,74,81,61609223
Riyad Suarez,31,USA,Juventus,59,67,80,63,55,56,75,49518641
Ruben Messi,17,Japan,Manchester City,70,70,71,70,79,66,78,55914080
Harry Becker,36,Germany,Ajax,84,95,82,63,88,82,79,68806303
Bruno Gavi,23,Brazil,Atletico Madrid,73,73,82,81,73,76,75,58692529
Phil Messi,20,Netherlands,Bayern Munich,90,90,88,82,87,88,91,72079584
Riyad Salah,24,England,Real Madrid,81,85,88,76,69,78,84,65738542
Ederson Jota,32,Morocco,Chelsea,76,85,66,80,57,78,81,61905875
Rodrygo Silva,29,Germany,Dortmund,60,60,69,56,66,66,50,48167123
Cristiano Modric,39,Portugal,PSG,79,83,84,75,83,85,79,63523041
Harry Dias,35,Germany,Atletico Madrid,60,60,53,58,57,54,60,47017388
Sergio Junior,40,USA,Roma,73,77,72,85,59,63,75,58412822
Andre Busquets,20,Uruguay,Manchester City,63,66,67,65,60,60,52,51197836
Diogo Haaland,29,France,Arsenal,65,72,63,59,53,68,70,54419387
Thiago Mbappe,20,Korea,Roma,65,67,63,66,58,76,60,52167300
Alisson Suarez,28,Germany,Sevilla,61,70,66,57,55,54,63,50665004
Mason Kane,31,Japan,Chelsea,75,75,76,83,78,72,82,58672209
Benjamin Ter Stegen,36,Uruguay,PSG,72,81,73,56,63,67,62,60046872
Rodrygo Becker,31,Uruguay,Bayern Munich,71,76,85,77,78,52,76,57157538
Jan Rashford,33,Japan,Real Madrid,72,78,77,71,83,76,77,59042935
Angel Felix,30,Argentina,Chelsea,50,53,47,53,49,42,49,40371855
Rodrygo Silva,29,Uruguay,Real Madrid,91,97,97,81,82,91,88,74608335
Angel Rice,37,Norway,Roma,71,71,69,64,76,78,68,56094308
Karim Gavi,18,Japan,Sevilla,68,69,64,59,62,58,69,53395596
Thiago Silva,20,Uruguay,Sevilla,79,82,85,80,81,78,75,64083196
Manuel Foden,25,Argentina,Arsenal,78,78,79,74,82,70,78,61800592
Phil Gavi,36,Morocco,Inter Milan,65,76,60,65,67,48,64,54333962
Thomas Pedri,28,Croatia,Leipzig,62,62,60,60,75,58,70,48986735
Vinicius Foden,37,Uruguay,Atletico Madrid,77,85,74,75,77,72,74,63700505
Thomas Silva,19,Germany,Real Madrid,69,82,69,68,75,70,68,59071270
Ederson Mendy,19,Italy,Bayern Munich,81,84,86,80,85,76,75,65013802
Riyad Lewandowski,29,Brazil,PSG,71,75,79,73,76,71,64,56512050
Marco Camavinga,28,Argentina,Bayern Munich,62,62,66,61,67,74,61,48828643
Vinicius Mahrez,35,Brazil,Bayern Munich,74,79,70,61,77,61,73,60294302
Kevin Reus,19,Spain,Dortmund,74,78,82,74,77,71,60,60471969
Mason Kane,20,Netherlands,Barcelona,84,88,79,89,75,72,79,67171777
Diogo Gundogan,33,Argentina,Inter Milan,58,58,54,58,51,68,62,46356357
Karim Benzema,17,Morocco,Real Madrid,82,89,85,73,83,86,82,66772409
Phil Mbappe,27,Portugal,Leipzig,60,60,73,67,57,53,61,48354158
David Fernandes,21,Morocco,AC Milan,71,77,56,59,75,90,69,57721558
Thomas Di Maria,33,Portugal,Chelsea,88,89,82,78,85,89,76,70254274
Luka Mane,21,Portugal,Juventus,82,82,81,72,84,81,82,65293389
Andre Modric,21,Japan,PSG,58,60,57,69,68,66,57,46629959
Kevin Felix,37,Brazil,Sevilla,77,79,77,76,91,65,78,61761449
Eduardo Pogba,22,Croatia,Arsenal,69,73,67,64,62,72,74,55948044
Marcus Pavard,38,Netherlands,Inter Milan,62,62,61,58,68,57,59,48663243
Karim Camavinga,23,Korea,Real Madrid,67,70,57,62,74,68,66,53537079
Ruben Messi,19,Croatia,Real Madrid,79,81,86,73,79,85,88,63787585
Pedri Messi,34,Brazil,Leipzig,78,78,88,81,68,65,89,62699905
Diogo Fernandes,27,England,Inter Milan,55,55,62,56,40,54,58,42615698
Robert Ter Stegen,29,Germany,Atletico Madrid,70,78,68,77,63,70,72,57342562
Cristiano Salah,39,Belgium,Leipzig,50,55,40,50,55,45,49,39771368
Erling Pogba,34,Japan,Chelsea,83,83,68,77,89,78,81,65742897
Ilkay Mendy,21,Spain,Bayern Munich,78,94,86,88,66,61,83,66628747
Ruben Alcantara,40,Norway,PSG,86,93,77,87,78,71,90,69484498
Karim Alcantara,28,England,Manchester United,77,82,91,68,77,78,88,62262136
Marcus Mount,21,Japan,Manchester United,77,77,90,76,74,93,73,61595224
Luka Salah,35,Italy,Ajax,87,87,78,86,99,97,87,69556577
Cristiano Valverde,23,Belgium,Arsenal,72,79,80,79,81,75,64,59897854
Bernardo Dias,32,Morocco,Roma,63,72,71,51,67,51,59,52806943
Alisson Foden,29,Morocco,Manchester City,83,90,78,89,82,89,87,67731052
Pedri Mane,24,USA,Atletico Madrid,68,70,80,58,59,70,73,55118274
Jude Mendy,40,Brazil,PSG,68,68,79,77,56,68,74,53352129
Sadio Courtois,33,Morocco,Chelsea,74,83,65,77,88,85,73,60298517
Andre Mbappe,28,Croatia,PSG,57,57,56,53,52,59,57,44373502
Marc Felix,26,Norway,Bayern Munich,58,67,55,47,60,61,62,47651548
Eduardo Pogba,23,Italy,Juventus,78,78,81,76,91,71,86,62057754
Thomas Nunez,37,England,Sevilla,50,53,59,58,40,49,54,39366426
Achraf Alcantara,27,Uruguay,Manchester United,51,56,54,40,46,53,42,41461662
Eduardo Dias,35,Brazil,Atletico Madrid,73,75,74,57,58,64,84,58422395
Jude Di Maria,28,Belgium,Roma,77,82,81,72,76,87,78,61989033
Eduardo Becker,24,Belgium,Roma,78,88,89,87,75,72,71,64293162
Robert De Bruyne,27,Italy,PSG,69,69,63,74,77,65,54,55213709
Bernardo Salah,36,Brazil,Juventus,64,64,73,68,61,73,54,51055668
Darwin Dias,28,Portugal,Chelsea,62,62,69,48,84,51,69,48195066
Neymar Rice,35,Belgium,Liverpool,64,73,70,79,76,66,52,52989982
Bernardo Gavi,23,Portugal,Sevilla,77,81,81,83,78,75,67,62310983
Eduardo Salah,33,USA,Barcelona,67,74,53,70,70,64,68,55043225
Cristiano Pedri,33,England,PSG,89,89,74,81,99,87,96,70810978
Thomas Pogba,32,Belgium,Chelsea,67,67,73,68,61,63,63,52064099
Riyad Di Maria,17,Croatia,Manchester United,67,74,77,76,92,72,63,54926452
Alisson Salah,17,Morocco,Leipzig,74,76,69,78,87,70,75,59191044
Gavi Mbappe,28,Netherlands,Dortmund,85,89,82,70,83,86,91,67937405
Pedri Modric,28,Italy,PSG,86,93,98,88,79,85,83,70839439
Kylian Kane,28,England,Dortmund,79,86,84,85,93,73,76,64538157
Diogo Di Maria,35,USA,Sevilla,61,64,76,69,62,73,63,49107270
Alisson Pavard,24,Uruguay,Manchester City,95,95,97,97,99,99,92,75074687
Mason Suarez,18,Uruguay,Ajax,67,69,64,54,80,65,68,53752929
Thiago Dias,26,Norway,Leipzig,71,77,82,71,70,71,73,58231430
Manuel Silva,24,Uruguay,Arsenal,76,85,69,81,86,81,71,63435946
Declan Silva,28,Portugal,Sevilla,80,80,99,94,76,74,77,63173036
Sadio Junior,17,Brazil,Atletico Madrid,72,73,66,79,58,78,71,56791785
Karim Felix,30,Belgium,Sevilla,65,68,82,57,66,59,69,52175743
Neymar Gundogan,17,Uruguay,Dortmund,73,75,83,73,59,72,68,58490968
Luis Dias,39,USA,PSG,75,88,81,90,73,70,72,62988411
Harry Messi,29,Italy,Manchester United,69,77,62,63,86,54,65,56368160
Jan Reus,28,Croatia,Barcelona,56,56,45,57,59,61,66,43637490
Rodrygo Reus,24,USA,Roma,65,65,70,50,52,52,59,50838916
Declan Mendy,25,Argentina,Roma,81,81,85,92,76,72,83,64137542
Ederson Nunez,27,USA,Atletico Madrid,64,75,57,53,71,53,58,54000027
Eduardo Kane,24,Uruguay,AC Milan,82,87,73,78,90,80,85,66405361
Riyad Rashford,21,Netherlands,Sevilla,85,87,89,82,79,86,83,67251181
Pedri Lewandowski,26,Netherlands,AC Milan,64,64,66,67,78,63,66,50630336
Bernardo Junior,37,Morocco,Chelsea,64,69,68,61,57,55,68,51767972
Joao Mendy,19,Korea,Chelsea,74,75,75,68,91,69,64,58872292
Thiago Felix,37,Japan,Roma,79,79,90,76,83,85,80,61502288
Pedri Modric,33,USA,Real Madrid,83,91,78,87,84,91,73,67277535
Cristiano Gundogan,40,Germany,Manchester United,70,71,72,73,68,67,75,55714674
Gavi Salah,20,Spain,Atletico Madrid,73,78,71,79,79,68,64,59505165
Luis Courtois,18,Morocco,Dortmund,52,56,50,59,50,50,54,41587579
Angel Mahrez,28,England,Manchester United,73,81,78,75,78,69,75,59931992
Marc Benzema,39,Brazil,Inter Milan,63,63,84,64,59,62,69,50382009
Marc Busquets,36,Netherlands,Roma,69,74,58,75,70,73,71,56513435
Riyad Foden,29,Croatia,Bayern Munich,85,88,91,74,99,86,84,68419423
Harry Fernandes,17,France,PSG,74,78,92,73,79,85,63,60800695
Bernardo Pavard,19,Belgium,Atletico Madrid,58,73,61,52,58,68,57,51323350
Thiago Hernandez,19,Norway,Bayern Munich,66,72,63,61,69,61,60,53822212
Angel Mendy,34,Morocco,Manchester City,82,93,84,87,77,74,85,67601033
Erling Dias,39,Italy,Atletico Madrid,53,55,51,53,45,64,55,41945790
Karim Gavi,32,USA,Arsenal,50,52,42,44,50,54,49,39858531
Federico Salah,20,England,Barcelona,72,81,64,70,60,78,75,60400260
Karim Kane,25,Portugal,Chelsea,72,72,61,67,89,66,76,57211532
Vinicius Suarez,20,Belgium,Barcelona,56,57,53,45,66,68,40,44718669
Angel Benzema,26,Uruguay,Liverpool,78,81,78,72,81,73,85,62791147
Angel Jota,30,Germany,Leipzig,74,74,73,73,63,73,71,59138202
Erling Camavinga,34,Japan,PSG,81,82,86,86,77,79,78,64742140
Cristiano Fernandes,30,Korea,Sevilla,68,68,73,66,59,73,64,52803945
Vinicius Gundogan,28,Norway,Chelsea,69,69,65,57,61,69,75,54587123
Joao Salah,25,Japan,Juventus,55,56,59,58,49,61,57,43972747
Manuel Courtois,35,Belgium,AC Milan,70,75,63,65,69,77,74,56863425
Harry Mahrez,24,Japan,AC Milan,61,68,64,63,58,61,57,51383816
Kylian Courtois,33,Germany,AC Milan,76,86,66,83,81,82,84,62799842
Pedri Hernandez,19,Japan,Bayern Munich,79,87,77,72,94,73,89,64370460
Ilkay De Bruyne,19,Argentina,Roma,60,63,58,65,58,64,68,49517280
Bernardo Foden,26,Germany,Dortmund,50,51,53,40,49,45,50,40523551
Thomas Camavinga,22,USA,Sevilla,68,68,72,69,71,68,71,54482863
Declan Reus,29,Belgium,Atletico Madrid,63,64,59,58,58,50,60,50199277
Thomas Mendy,36,Belgium,PSG,69,71,73,70,72,68,79,55280451
Neymar Mount,18,Norway,AC Milan,78,87,65,84,86,89,80,65120771
Federico Ter Stegen,40,Germany,Ajax,83,83,73,76,86,74,88,64927287
Ruben Ter Stegen,23,Croatia,Sevilla,50,55,57,42,49,47,51,40623318
Jude Rashford,36,England,Leipzig,55,57,54,58,50,69,53,43358766
Riyad Camavinga,25,Brazil,Arsenal,82,82,83,90,83,83,81,64679120
Darwin Becker,39,France,Chelsea,75,75,73,71,71,75,81,59130337
Luka Alcantara,25,Morocco,Atletico Madrid,71,71,62,75,64,75,72,55724946
Joao Silva,23,England,Manchester United,58,62,55,62,49,59,58,47240023
Erling Rice,24,Belgium,Manchester City,51,51,47,40,58,61,55,39452317
Mohamed Mendy,19,Germany,Ajax,76,76,70,79,79,68,73,60297061
Sergio Di Maria,40,Japan,Chelsea,83,90,81,84,83,80,83,66994708
Joao Gundogan,21,Morocco,Arsenal,65,65,86,74,54,60,70,52564026
Gavi Rashford,20,Uruguay,Manchester United,75,76,81,61,79,71,72,60369482
Rodrygo Felix,33,Brazil,Bayern Munich,68,72,74,67,79,64,72,54501592
Benjamin De Bruyne,36,Korea,AC Milan,60,66,55,55,56,56,67,48804038
Gavi Mahrez,38,Portugal,Bayern Munich,88,88,99,81,84,89,85,70147589
David Becker,39,Norway,Chelsea,70,74,58,82,62,77,71,57115047
Alisson Rice,25,Portugal,Leipzig,70,76,77,68,66,62,72,56894627
Bernardo Alcantara,39,Italy,Inter Milan,72,72,68,75,65,77,69,55839458
Thiago Suarez,26,Brazil,Ajax,70,80,70,83,78,60,70,57574625
Jan Felix,25,Italy,Manchester United,59,69,62,57,60,50,54,49905537
Neymar Pedri,26,Belgium,Dortmund,54,58,74,54,48,47,59,42963809
Federico Modric,26,Argentina,Real Madrid,59,64,65,59,66,58,56,48102795
Sadio Salah,21,Spain,Juventus,92,95,97,78,99,92,99,74092475
Federico Mendy,36,Italy,Manchester City,80,82,82,76,82,70,84,64258125
Joao Benzema,27,Argentina,Manchester United,53,53,55,47,55,45,52,41542656
Andre Rashford,21,Italy,Liverpool,69,69,78,75,62,67,77,54275577
Vinicius Foden,17,Argentina,Roma,80,80,84,82,66,84,75,64391983
Paul Jota,22,Argentina,Manchester City,79,80,79,90,77,67,79,62642662
Eduardo Felix,35,Korea,Barcelona,81,91,83,86,68,75,85,67125189
Bernardo Di Maria,38,Italy,Barcelona,75,77,71,83,66,74,80,60417020
Thiago Courtois,34,Korea,Inter Milan,59,59,51,54,59,63,59,45983996
Robert Kane,34,Netherlands,Manchester City,71,81,64,74,71,73,67,58653644
Kevin Haaland,19,Norway,Roma,75,77,77,62,67,78,73,59775649
Paul Mane,20,Italy,Manchester City,51,51,53,56,50,41,43,41334534
