player_name,age,nationality,club,league,position,overall,potential,pace,shooting,passing,dribbling,physical,matches,goals,assists,minutes,injury_count,market_value
Josko Modric,19,USA,Ajax,Premier League,CF,73,77,66,71,69,64,72,21,8,3,1470,5,74620000
Cristiano Felix,35,Croatia,Manchester City,Bundesliga,LW,69,69,63,62,64,60,93,48,16,12,3360,0,69100000
Bruno Gundogan,31,Norway,Ajax,Saudi League,CM,67,79,61,52,61,61,77,43,15,5,2666,1,71930000
Rodrygo Reus,19,Argentina,PSG,Eredivisie,CDM,90,93,79,95,92,78,99,38,10,9,1900,0,91320000
Lionel Salah,38,Argentina,Manchester United,Saudi League,LW,68,70,61,67,74,76,78,49,15,13,2842,4,68790000
Kylian Rice,19,England,Chelsea,Eredivisie,CDM,62,62,72,69,45,47,53,13,5,2,1027,4,61870000
Neymar Havertz,38,Italy,Al Hilal,Serie A,ST,69,75,77,64,74,77,68,32,11,10,2400,0,71190000
Joao Valverde,25,Uruguay,Ajax,Serie A,GK,61,61,71,56,67,71,43,25,10,8,2000,5,61000000
Robert Mount,23,Portugal,Dortmund,La Liga,CF,52,52,48,47,53,50,36,48,12,12,3792,2,52140000
Luis Mane,36,USA,Porto,Eredivisie,LB,58,58,45,71,62,70,46,30,7,6,2520,4,57630000
Achraf Reus,29,Croatia,Manchester City,La Liga,CAM,93,95,96,94,84,81,85,18,5,5,1098,2,93470000
Eduardo Mahrez,34,Morocco,Barcelona,La Liga,CAM,81,91,70,86,83,79,84,40,11,13,2200,1,84870000
Neymar De Bruyne,17,Colombia,Sevilla,Bundesliga,LB,86,86,93,89,66,83,71,20,7,6,1500,3,86010000
Manuel Suarez,29,Argentina,Real Madrid,Serie A,GK,78,78,80,78,76,60,85,15,5,5,1215,1,77670000
Mason Ronaldo,37,USA,Benfica,Bundesliga,ST,73,85,62,72,70,65,75,21,5,3,1722,1,77310000
Reece Alcantara,20,Germany,PSG,Ligue 1,CF,87,94,75,89,76,84,96,32,12,10,1664,5,90000000
Eduardo Rice,33,Belgium,Juventus,Premier League,LW,70,84,91,83,63,70,65,13,2,3,715,4,75040000
Ruben Gundogan,35,Spain,Benfica,Bundesliga,CB,82,82,84,76,82,95,85,24,7,5,2064,3,81650000
Angel Jota,23,Netherlands,PSG,Primeira Liga,LW,85,95,84,89,99,66,86,20,5,4,1780,0,88790000
Diogo Haaland,27,Chile,Juventus,Primeira Liga,RB,57,63,53,53,54,58,75,32,10,14,2880,4,59360000
Thomas Olmo,33,Germany,Arsenal,Primeira Liga,CDM,87,87,95,99,99,99,78,13,3,4,962,2,86490000
Darwin Foden,36,Germany,AC Milan,Ligue 1,CF,77,81,78,70,73,68,57,50,17,10,2800,3,78730000
Karim Mount,30,USA,PSG,Bundesliga,RW,95,97,98,99,99,93,93,29,14,8,1682,2,95900000
Phil Suarez,27,Brazil,Liverpool,La Liga,LW,79,89,91,75,80,91,86,39,16,11,2418,4,83260000
Harry Pavard,38,France,Ajax,Ligue 1,RM,72,82,80,77,70,79,69,26,9,8,1638,3,75690000
Josko Felix,27,Belgium,Barcelona,Serie A,CF,94,98,99,99,88,86,68,11,6,3,605,5,95360000
Marcus Felix,29,Uruguay,Arsenal,Serie A,LB,77,95,81,76,95,75,83,37,13,11,2664,4,84270000
Achraf Gundogan,33,Korea,Atletico Madrid,Ligue 1,CAM,79,85,68,78,99,75,86,39,12,11,2106,4,81340000
Eduardo Fernandes,23,Norway,Atletico Madrid,Eredivisie,LW,56,61,53,47,53,62,52,24,7,9,1680,4,57890000
Darwin Ter Stegen,24,Morocco,Chelsea,La Liga,LW,62,65,68,59,63,76,65,28,9,5,1736,1,63170000
Jan Nunez,23,Croatia,Juventus,Serie A,RM,60,72,61,60,56,50,71,50,18,12,3100,3,65240000
Sergio Mount,30,Uruguay,Inter Milan,Premier League,LM,59,64,61,58,60,47,78,24,5,6,1272,5,60650000
Luis Nkunku,26,Argentina,Porto,Bundesliga,CM,54,66,35,49,77,35,51,33,12,7,2574,1,58880000
Andre Mbappe,40,Portugal,Liverpool,La Liga,RW,76,76,72,66,69,65,91,30,11,5,1650,5,75750000
Kai Valverde,31,Netherlands,Benfica,Primeira Liga,CM,63,68,55,75,52,65,70,11,2,2,561,4,64480000
Federico Courtois,25,Uruguay,Manchester United,Premier League,CB,72,74,92,72,88,71,83,47,18,13,4042,0,73200000
Joao Mbappe,39,Germany,Juventus,Saudi League,GK,65,65,66,79,64,59,70,44,16,14,2332,1,65020000
Mason Hernandez,37,Netherlands,Barcelona,Primeira Liga,CF,77,77,84,76,75,88,77,43,12,11,3870,0,76860000
Marcus Benzema,33,France,Real Madrid,La Liga,LW,85,86,89,99,83,83,90,21,6,6,1575,3,85040000
Achraf Busquets,20,France,Ajax,Ligue 1,ST,50,50,47,35,56,36,35,12,3,3,852,2,49750000
Marco Felix,38,Norway,Manchester United,Primeira Liga,RM,62,67,57,67,60,64,65,14,5,5,1078,0,63490000
Darwin Foden,37,Uruguay,Liverpool,Ligue 1,LB,58,59,36,46,51,67,60,23,9,6,1656,0,58110000
Benjamin Di Maria,17,Uruguay,Liverpool,Bundesliga,LB,61,66,48,49,67,64,57,29,11,8,1682,4,63210000
David Becker,39,Argentina,Arsenal,Bundesliga,RW,60,72,58,80,86,68,66,42,15,12,3696,3,64770000
Luis Jota,33,Morocco,Atletico Madrid,Ligue 1,GK,78,78,70,87,83,70,69,47,12,8,2585,1,77940000
Kai Silva,38,Italy,Al Hilal,Primeira Liga,LM,50,56,54,46,50,48,35,11,4,3,803,1,51840000
Jude Busquets,27,Italy,Atletico Madrid,Eredivisie,LB,76,76,83,75,86,74,68,43,12,11,2838,1,76060000
Alisson Fernandes,28,Belgium,Manchester United,Eredivisie,LW,56,56,42,72,60,46,62,27,8,7,2376,3,55840000
Angel Camavinga,21,Chile,Inter Milan,Ligue 1,CM,59,59,48,58,77,70,63,30,6,5,2130,1,58880000
Achraf Camavinga,29,Croatia,Chelsea,Ligue 1,ST,87,88,99,79,68,75,92,45,19,11,2250,1,87770000
Manuel Valverde,27,Italy,Inter Milan,La Liga,LB,87,88,84,93,88,89,75,43,15,12,2279,2,87610000
Ferran Musiala,22,Croatia,Bayern Munich,Premier League,ST,74,74,74,79,67,58,62,19,8,5,1482,1,73960000
Mohamed Havertz,27,Chile,Barcelona,Serie A,RB,70,76,64,83,74,86,82,41,16,10,3034,4,72660000
Ilkay Rice,22,Netherlands,Real Madrid,Bundesliga,RW,79,80,67,75,83,80,80,29,8,8,1508,1,79360000
Sergio Havertz,18,Italy,Manchester United,Ligue 1,ST,74,78,83,66,76,90,70,49,15,12,3528,1,75990000
Ilkay Valverde,23,Croatia,Al Nassr,La Liga,RB,63,65,70,48,59,74,84,44,16,12,2860,1,64140000
Luis Lewandowski,33,Norway,Atletico Madrid,Eredivisie,CB,69,78,67,64,66,75,76,22,6,3,1254,3,72240000
Thomas Ronaldo,40,Argentina,Bayern Munich,Premier League,CB,76,76,81,71,61,83,65,20,9,7,1060,3,75650000
Marco Haaland,28,France,Inter Milan,Primeira Liga,ST,78,83,94,93,75,78,80,17,6,5,1207,3,79740000
Diogo Jota,25,USA,Manchester United,Premier League,RW,73,73,58,71,70,71,70,43,16,9,2236,1,73300000
Diogo Jota,37,France,Liverpool,Serie A,ST,75,81,76,73,65,76,83,23,5,7,1472,0,76910000
Robert De Bruyne,23,Italy,Real Madrid,Bundesliga,CDM,82,86,99,89,72,91,63,29,11,8,1914,4,83690000
Thiago Jota,36,France,Real Madrid,Primeira Liga,GK,78,86,84,78,74,76,84,31,9,4,2356,3,80930000
Marc Mbappe,37,Chile,Porto,Premier League,ST,61,66,74,56,49,63,54,22,8,4,1408,4,62660000
Manuel Lewandowski,35,Norway,Atletico Madrid,Bundesliga,CDM,60,61,50,50,60,66,48,42,17,14,2268,2,60550000
Kylian Modric,25,Brazil,Barcelona,Premier League,LW,76,81,73,74,89,83,74,17,4,3,1513,4,77700000
Cristiano Courtois,34,Argentina,Ajax,Ligue 1,RB,70,70,74,65,66,78,66,50,14,11,3650,2,70020000
Sergio Busquets,23,Uruguay,Chelsea,Ligue 1,LW,63,63,61,80,68,52,62,14,4,2,1022,3,62740000
Manuel Foden,38,USA,PSG,La Liga,CAM,71,77,61,70,65,70,64,35,10,6,1750,3,73140000
Harry Modric,34,Korea,Liverpool,Serie A,RW,79,80,72,66,81,75,85,16,7,5,992,4,79070000
Manuel Nunez,31,Korea,Juventus,La Liga,RW,69,76,73,65,81,71,71,49,17,11,2744,0,72030000
Reece De Bruyne,37,USA,Al Hilal,Bundesliga,CM,51,60,38,63,50,46,63,26,9,6,2210,2,54310000
Achraf Haaland,40,Argentina,Manchester City,Saudi League,CM,67,68,77,67,71,67,61,24,8,4,2160,1,67000000
Pedri Salah,33,Croatia,Atletico Madrid,Saudi League,CDM,67,69,72,72,68,78,71,35,10,9,2590,0,67640000
Robert Reus,19,USA,Liverpool,Premier League,CB,51,57,39,47,73,49,56,10,3,4,630,0,53170000
Karim Courtois,24,Uruguay,Juventus,Ligue 1,RW,76,76,69,71,47,74,60,24,6,4,1896,0,75820000
Darwin Reus,40,Colombia,Inter Milan,Ligue 1,RM,68,70,56,72,71,76,72,29,8,9,1624,3,68400000
Lionel Busquets,35,Spain,Real Madrid,Ligue 1,CAM,84,92,93,71,90,81,86,34,9,5,2822,0,86950000
Thiago Messi,30,Netherlands,Al Hilal,Ligue 1,GK,75,75,72,59,82,80,78,29,8,7,2378,5,74800000
Alisson Alcantara,37,Uruguay,Porto,Premier League,LM,70,74,73,54,57,65,49,37,14,7,2738,0,71560000
Thomas Suarez,27,Brazil,Benfica,Primeira Liga,CM,76,80,62,73,60,79,62,46,15,11,3772,2,77810000
Sadio Lewandowski,22,USA,AC Milan,Premier League,LW,68,68,67,55,55,57,73,41,12,9,3362,1,68160000
Sadio Mount,19,England,Sevilla,La Liga,CAM,66,67,57,76,70,51,59,37,11,10,2738,4,66570000
Declan Havertz,21,Portugal,Real Madrid,Premier League,RM,69,74,59,57,53,82,79,41,13,8,3649,1,71230000
Thiago Lewandowski,24,Chile,Sevilla,Primeira Liga,LB,60,62,50,71,52,50,75,17,5,6,1377,5,60570000
Erling Foden,21,Germany,Arsenal,Primeira Liga,LW,88,98,99,77,95,86,89,24,10,5,1968,1,92080000
Mohamed Salah,17,Brazil,Manchester United,Saudi League,RW,57,59,44,58,68,45,41,34,10,11,2788,2,57960000
Ruben Foden,17,Germany,Manchester City,Ligue 1,RB,68,75,54,64,63,63,64,19,3,3,1368,5,70610000
Ederson Silva,33,Argentina,Manchester United,La Liga,RB,83,87,87,91,92,75,82,35,14,7,3045,1,84640000
Sadio Suarez,25,Netherlands,Liverpool,La Liga,LM,59,63,56,57,53,35,61,10,3,6,570,1,60250000
Alisson Mount,35,Japan,Al Hilal,Eredivisie,CDM,70,76,63,71,75,79,56,45,16,11,2295,2,72500000
Sergio Benzema,39,Korea,Chelsea,Eredivisie,RM,65,65,78,57,64,67,63,37,9,8,2442,4,64670000
Angel Alcantara,31,Colombia,Juventus,Premier League,CDM,63,65,63,49,75,61,35,33,8,10,1815,3,63580000
Alisson Camavinga,38,Argentina,Manchester City,La Liga,RM,76,82,70,60,59,80,79,33,12,11,2475,1,78240000
Phil Rashford,24,Portugal,Juventus,Primeira Liga,RM,68,79,65,44,56,86,71,13,3,2,1027,5,72070000
Karim Mane,17,Norway,Liverpool,Primeira Liga,LW,63,63,59,61,65,57,58,37,10,8,2775,4,63160000
Ferran Di Maria,37,Spain,Porto,Primeira Liga,GK,77,85,84,99,89,60,84,33,9,7,2409,3,79910000
Riyad Becker,27,Argentina,Chelsea,Eredivisie,CB,60,61,56,70,67,35,77,22,5,3,1276,2,60110000
Kylian Havertz,24,Netherlands,Manchester City,Bundesliga,CF,72,73,63,80,53,83,67,23,8,2,2001,5,72320000
Mohamed Kane,21,Italy,Atletico Madrid,Premier League,CF,86,99,89,85,73,87,87,46,20,11,3542,5,91780000
Kevin Musiala,31,Spain,Inter Milan,Bundesliga,RM,63,67,67,49,71,55,51,36,11,7,2376,1,64530000
Robert Nunez,31,Spain,Sevilla,Serie A,CF,56,56,54,59,47,66,76,16,4,3,848,2,55580000
Angel Pogba,31,Morocco,Al Hilal,Eredivisie,CF,84,91,69,82,91,99,76,26,10,4,2262,5,86680000
Eduardo Musiala,31,Norway,Al Nassr,Premier League,RM,72,73,80,73,45,69,79,25,7,5,1925,3,72130000
Angel Rice,19,Colombia,Sevilla,Premier League,RB,77,78,89,72,71,77,85,14,5,1,1246,4,77270000
Jan Nunez,36,Spain,Al Nassr,Premier League,CAM,61,73,74,61,48,67,46,30,11,4,1800,3,65630000
Sadio Jota,32,Korea,Atletico Madrid,Premier League,CB,83,86,81,82,77,73,90,29,10,3,1508,4,84060000
Josko Reus,35,France,Atletico Madrid,Bundesliga,RM,65,65,61,57,84,66,59,18,4,8,1368,5,64500000
Thiago Becker,28,Brazil,Porto,Primeira Liga,CM,69,73,65,53,89,65,66,26,9,2,1586,2,70490000
Gavi Reus,24,Croatia,PSG,Serie A,CB,71,82,71,66,86,85,80,48,19,11,2640,2,75870000
Federico Busquets,33,Italy,Liverpool,Premier League,CAM,83,83,92,80,80,70,94,21,10,7,1239,3,82840000
Karim Gundogan,37,France,Liverpool,Bundesliga,GK,79,86,73,72,72,77,96,44,10,14,3564,0,81560000
Neymar Mbappe,19,Uruguay,Liverpool,Primeira Liga,CDM,63,69,62,66,59,62,71,16,7,2,1392,4,65370000
Riyad Courtois,36,Uruguay,Juventus,Eredivisie,RW,56,59,55,52,47,41,60,27,7,3,1917,0,56830000
Manuel Mane,29,Morocco,Manchester City,Ligue 1,RM,73,78,83,85,61,73,78,32,11,9,2752,4,74970000
Bruno Ronaldo,32,Portugal,Barcelona,La Liga,CB,78,80,66,75,69,60,90,37,12,9,2368,2,78760000
Pedri Becker,18,Germany,Liverpool,Serie A,CF,73,73,87,76,56,62,70,35,10,10,1925,0,73140000
Riyad Kane,30,Chile,AC Milan,Premier League,RM,65,72,52,61,70,58,81,38,14,10,2166,0,67900000
Kevin Valverde,38,Croatia,Al Nassr,Bundesliga,LB,88,90,94,77,91,83,88,11,0,4,847,1,88040000
Ruben Dias,40,Germany,Real Madrid,Premier League,RW,80,90,76,80,82,88,91,43,17,9,3354,0,84050000
Marcus Rice,38,Portugal,Arsenal,Saudi League,CDM,60,64,58,63,76,67,44,33,7,7,2937,4,61190000
Pedri Mahrez,32,Colombia,Real Madrid,Serie A,LB,63,64,65,57,71,69,56,20,4,6,1200,0,62960000
Ferran Hernandez,25,Portugal,Dortmund,La Liga,LB,65,65,63,57,78,60,53,31,13,7,2511,4,65150000
Neymar Jota,30,Korea,Liverpool,Primeira Liga,RW,59,59,55,53,56,55,56,43,13,8,2365,0,59050000
Marcus Mount,36,Japan,Arsenal,Premier League,RW,69,69,72,72,65,78,73,28,7,8,2324,1,68630000
Paul Ronaldo,30,Colombia,Sevilla,Saudi League,RW,80,80,82,74,81,79,93,44,14,10,2508,4,80100000
Andre Valverde,17,Belgium,Ajax,Ligue 1,CB,69,69,68,88,92,73,63,45,16,11,2970,0,69460000
Cristiano Valverde,21,England,Manchester City,Ligue 1,LW,76,77,74,65,74,75,86,47,16,10,2585,5,76780000
Joao Reus,40,Germany,Porto,Saudi League,CF,77,85,72,83,78,90,79,34,12,6,2244,4,80000000
Luka Musiala,25,Uruguay,Arsenal,Serie A,CB,60,68,64,55,50,69,68,24,10,8,1920,5,63200000
Bernardo Busquets,21,USA,Inter Milan,La Liga,CB,56,69,56,48,51,56,53,27,7,5,2268,2,61130000
Sadio Courtois,37,Norway,Manchester City,Ligue 1,ST,72,79,84,83,66,76,87,40,17,9,2240,0,74910000
Riyad Lewandowski,27,France,Al Hilal,Primeira Liga,CF,62,73,66,49,61,64,71,24,8,5,1200,4,66260000
Cristiano Hernandez,26,Netherlands,Al Hilal,La Liga,LM,62,62,71,68,55,72,68,14,5,0,1120,2,61730000
Rodrygo Mane,40,Colombia,Al Nassr,Ligue 1,GK,50,59,57,56,72,52,50,39,12,10,2301,5,53400000
Sadio Valverde,32,Japan,Benfica,Primeira Liga,LB,65,65,55,70,72,71,99,10,1,0,820,1,64410000
David Reus,24,USA,Atletico Madrid,Saudi League,GK,75,84,76,78,67,64,71,16,3,6,832,1,78270000
Kevin Pogba,40,Germany,AC Milan,Serie A,CM,67,82,62,52,51,76,69,15,3,3,1260,4,72350000
Angel Camavinga,21,Italy,Arsenal,Premier League,CB,72,72,61,80,67,57,64,25,8,6,1400,4,71980000
Vinicius Havertz,18,Portugal,Liverpool,Serie A,GK,76,76,62,81,74,61,71,25,7,7,1875,3,75990000
Ferran Gundogan,33,Brazil,Liverpool,Saudi League,CB,87,87,91,77,89,91,90,36,10,10,2088,0,86840000
Diogo Mendy,37,Morocco,AC Milan,Saudi League,RB,73,81,75,75,76,79,58,20,6,8,1000,3,75760000
Kai Valverde,21,USA,Liverpool,Eredivisie,GK,85,85,87,95,72,73,84,44,13,9,3168,2,85230000
Karim Havertz,40,France,PSG,Ligue 1,ST,78,78,91,96,83,57,67,33,9,8,1749,5,77650000
Luka Felix,36,Morocco,Sevilla,Saudi League,GK,65,77,78,76,70,66,70,24,10,6,2160,5,69580000
Joao Di Maria,34,Croatia,Chelsea,Bundesliga,RW,91,92,92,89,99,91,99,11,7,3,638,5,91070000
Kai De Bruyne,32,Germany,Chelsea,Saudi League,RB,93,93,93,99,97,94,87,24,6,1,2112,2,92660000
Thomas Nunez,25,Spain,Dortmund,Saudi League,ST,66,73,77,59,57,83,68,44,16,9,3124,4,69100000
Thiago Mahrez,26,Korea,Liverpool,Serie A,LM,79,83,82,82,82,70,76,17,7,6,1105,2,80430000
Lionel Jota,18,Colombia,PSG,Bundesliga,ST,62,63,70,65,67,72,62,42,12,11,3192,2,62640000
Reece Haaland,21,Spain,Arsenal,Bundesliga,LM,83,88,82,75,70,98,71,29,8,7,1943,3,84980000
Jan Busquets,40,Japan,Benfica,Ligue 1,RM,74,77,83,78,66,73,67,31,9,6,2511,3,74850000
Luka Rashford,17,Norway,Arsenal,Eredivisie,ST,66,66,82,69,78,66,64,37,11,13,2997,3,66210000
Cristiano Pogba,28,Chile,Al Hilal,Ligue 1,LW,84,97,75,79,92,93,93,23,9,1,1380,4,89090000
Achraf Ter Stegen,17,USA,Manchester City,La Liga,CAM,75,78,74,80,44,71,64,18,9,4,1062,1,76310000
Kevin Camavinga,18,France,Al Hilal,Primeira Liga,ST,73,77,74,81,75,68,65,36,9,6,3096,2,74690000
Sergio Foden,26,Chile,Inter Milan,La Liga,CF,78,80,52,91,76,70,79,33,13,8,1947,0,78930000
Riyad Mahrez,17,Netherlands,Sevilla,Eredivisie,RB,85,85,96,87,99,86,90,40,17,8,2000,5,85510000
Manuel Courtois,27,France,Inter Milan,Serie A,LB,78,78,80,60,65,72,85,44,13,8,3080,4,78110000
Phil Silva,27,Brazil,Bayern Munich,Bundesliga,RW,74,79,61,74,71,82,73,36,7,10,2592,1,75810000
Andre Courtois,34,Korea,Arsenal,Primeira Liga,LW,70,84,79,76,78,66,71,50,17,11,4350,3,75770000
Federico Ronaldo,31,Croatia,Barcelona,Ligue 1,CDM,83,84,82,97,85,80,78,47,18,8,3619,4,83680000
Declan De Bruyne,32,France,Al Nassr,Eredivisie,RB,60,60,62,62,62,66,72,25,9,8,1875,2,59810000
Jan Pogba,25,Portugal,Chelsea,La Liga,LM,57,64,59,35,62,52,48,15,4,3,1035,0,59500000
Neymar Courtois,18,England,Sevilla,Eredivisie,RB,59,66,60,70,57,41,66,11,1,2,572,2,61490000
Gavi Becker,29,England,Ajax,Serie A,RW,82,82,70,97,75,71,80,32,12,10,2304,5,82020000
Lionel Jota,17,Morocco,Barcelona,Ligue 1,RB,65,65,62,50,66,61,66,24,11,7,1752,1,65210000
Rodrygo Mahrez,34,France,Manchester United,Serie A,CAM,67,67,57,70,58,59,77,48,12,12,2736,1,66920000
Sergio Mount,23,Morocco,Chelsea,Bundesliga,CB,84,98,82,84,67,64,69,12,7,1,600,0,89490000
Joao Silva,25,Argentina,Benfica,Eredivisie,RM,61,61,37,57,58,69,51,14,5,2,1106,2,60750000
Marc Nkunku,35,Norway,Arsenal,Premier League,RW,55,56,49,35,57,40,48,50,17,10,2900,2,55550000
Manuel Pogba,39,Japan,Dortmund,Serie A,LB,52,57,51,50,38,35,61,43,17,16,2279,4,54070000
Kylian Mbappe,33,Portugal,Inter Milan,Saudi League,RB,75,90,84,73,73,93,80,22,3,4,1100,2,80490000
Federico Salah,30,Norway,Real Madrid,La Liga,ST,74,90,77,53,61,78,70,46,15,8,3726,5,80550000
Erling Camavinga,35,England,Real Madrid,Ligue 1,LW,73,74,70,58,90,96,68,17,4,6,1275,1,72900000
Sadio Benzema,40,Brazil,Inter Milan,Bundesliga,LM,76,82,69,66,87,79,79,35,11,8,2975,1,78150000
Marc Olmo,34,Morocco,Porto,Eredivisie,LW,74,80,69,70,59,85,80,26,8,4,2054,1,76120000
Declan Messi,27,Spain,Inter Milan,Bundesliga,CF,77,84,72,75,90,58,72,45,10,9,2385,5,79760000
Mason Foden,18,Portugal,Al Nassr,Bundesliga,LW,68,73,73,59,66,51,54,12,4,1,912,4,69840000
Robert Olmo,37,Argentina,Porto,Serie A,LW,74,79,63,76,72,65,78,15,1,3,990,4,75310000
Josko Ronaldo,23,Belgium,Sevilla,Eredivisie,CDM,69,69,43,45,78,57,67,43,15,13,2666,2,69290000
Kai Mendy,26,France,Al Hilal,Serie A,RB,75,80,79,95,80,81,84,13,3,5,702,3,76630000
Darwin Di Maria,25,Croatia,Manchester United,Primeira Liga,CAM,70,78,71,64,68,56,66,12,4,2,720,4,72900000
Luis Modric,26,Japan,Benfica,Premier League,LB,80,83,74,97,79,74,90,16,6,0,848,1,80980000
Kevin Busquets,37,France,Arsenal,La Liga,LB,62,65,54,58,59,59,63,42,14,7,2982,4,63160000
Gavi Modric,38,Belgium,Al Nassr,Primeira Liga,CM,70,70,75,67,73,72,74,38,8,7,3154,0,69640000
Reece Fernandes,38,Spain,Benfica,Saudi League,LB,67,67,63,53,71,87,75,46,16,11,2990,2,67040000
Andre Rashford,37,Brazil,Dortmund,Primeira Liga,ST,63,72,48,62,77,77,74,41,14,10,3239,2,66560000
Bruno Salah,30,England,Juventus,Ligue 1,LW,77,90,84,92,76,74,73,36,11,11,2772,0,82150000
Kai Busquets,24,Argentina,Arsenal,La Liga,CB,69,81,75,44,87,73,60,26,8,8,2184,2,73720000
Josko Mbappe,34,Uruguay,Manchester United,Primeira Liga,LW,81,81,94,80,68,65,80,22,8,1,1914,3,80720000
Mohamed Nkunku,17,USA,Chelsea,La Liga,CDM,79,79,80,80,61,87,81,16,6,8,1312,0,78960000
Vinicius Rashford,38,England,Manchester United,Primeira Liga,CDM,62,62,56,66,73,59,69,50,17,14,2700,4,62090000
Cristiano Valverde,26,Brazil,Sevilla,Saudi League,RB,58,67,52,80,48,45,46,38,13,7,2356,0,61730000
Pedri Gundogan,31,Japan,Ajax,Ligue 1,RB,71,79,71,66,67,88,67,46,16,13,2760,1,74380000
Phil Mane,39,Italy,Inter Milan,La Liga,ST,64,65,60,73,65,67,74,18,8,3,1278,0,64020000
Reece Dias,30,Belgium,Porto,Saudi League,LW,86,86,89,74,93,66,98,13,2,3,1170,4,85500000
Kylian Musiala,34,Belgium,AC Milan,Bundesliga,CAM,61,64,51,65,54,67,49,14,6,5,742,4,61820000
Bruno Nunez,18,Korea,Arsenal,Primeira Liga,LM,76,76,91,87,92,78,55,23,9,3,1265,5,76090000
Diogo Mendy,34,Brazil,Arsenal,Saudi League,CF,69,70,78,59,70,78,63,44,12,9,2288,2,69320000
Karim Nunez,36,Colombia,Bayern Munich,Premier League,GK,73,73,86,71,72,71,90,40,17,9,2680,4,73130000
Jude De Bruyne,30,Norway,Liverpool,Premier League,CM,65,73,55,68,77,63,57,28,9,5,1708,1,68050000
Joao Hernandez,22,Argentina,Sevilla,Primeira Liga,CM,53,56,55,58,51,46,48,48,16,10,3120,2,54560000
Paul Valverde,32,Belgium,Sevilla,Ligue 1,LW,78,80,57,74,73,95,61,18,5,5,972,4,78410000
Reece Valverde,39,Uruguay,PSG,Bundesliga,LB,83,86,89,79,78,80,81,49,14,9,3234,1,84120000
Riyad Alcantara,20,Argentina,Ajax,Eredivisie,LM,68,72,64,38,46,62,69,11,1,4,583,4,69250000
Lionel Haaland,21,Japan,Benfica,Primeira Liga,RM,50,50,40,46,38,38,61,22,4,3,1298,3,49780000
Kevin Kane,38,Norway,Bayern Munich,La Liga,LM,69,71,81,77,69,76,58,50,18,14,2850,1,69940000
Marco Reus,40,Japan,Al Nassr,Eredivisie,RM,54,56,47,56,53,58,50,47,16,8,2491,4,54800000
Marco Fernandes,22,England,Real Madrid,La Liga,CDM,94,99,86,97,93,81,79,40,12,13,3040,4,96160000
Gavi Di Maria,28,Morocco,Porto,Bundesliga,LB,68,68,78,68,59,83,43,32,9,8,1920,1,67890000
Lionel Valverde,30,England,Liverpool,La Liga,ST,81,84,74,77,80,65,86,43,11,9,3354,2,82150000
Thomas Valverde,22,Germany,Sevilla,Saudi League,GK,91,97,93,76,98,92,96,29,8,7,2233,2,93360000
Achraf De Bruyne,22,Croatia,Inter Milan,Bundesliga,RM,51,55,49,47,49,60,50,34,14,8,2006,3,52860000
Marc Di Maria,25,Norway,Atletico Madrid,Serie A,LW,86,98,74,72,91,90,76,24,7,6,2088,4,90650000
Benjamin Busquets,25,Korea,Arsenal,Ligue 1,ST,50,50,46,79,58,67,44,33,11,7,1815,3,50050000
Luis Havertz,30,England,Chelsea,Primeira Liga,LW,68,68,63,52,73,63,82,30,10,6,2610,5,67900000
Benjamin Di Maria,24,England,Sevilla,Saudi League,CF,69,70,68,81,74,66,60,13,8,4,832,4,69320000
Karim Di Maria,17,Belgium,Bayern Munich,La Liga,RW,95,98,96,91,78,96,93,44,16,10,3608,3,96660000
Darwin Haaland,30,Germany,Ajax,Saudi League,LM,73,77,90,84,72,66,65,17,9,3,1513,3,74450000
Ederson Camavinga,36,Germany,Manchester City,Bundesliga,CM,68,71,82,77,71,73,75,30,8,7,1980,4,68880000
Benjamin De Bruyne,18,Chile,Al Hilal,Bundesliga,ST,70,76,81,72,81,61,66,11,0,1,715,2,72040000
Karim Silva,36,USA,Inter Milan,Ligue 1,LB,88,91,88,83,96,81,99,33,8,12,2640,3,88880000
Mason Junior,28,USA,Chelsea,La Liga,RB,67,71,77,51,62,68,68,40,14,11,2760,1,68740000
Rodrygo Mount,31,Spain,Juventus,Bundesliga,CF,71,82,65,52,75,65,83,42,12,9,3444,4,75380000
Ferran Silva,26,Argentina,Barcelona,Eredivisie,LW,72,79,77,60,73,79,83,36,13,8,2448,4,74930000
Eduardo Fernandes,24,Morocco,Sevilla,Saudi League,CF,59,59,57,59,50,59,58,41,15,12,3403,4,59270000
Thiago Mbappe,36,Morocco,PSG,Serie A,CB,59,59,67,60,53,55,55,40,13,6,2920,5,58930000
Federico Hernandez,35,Belgium,AC Milan,Bundesliga,RW,64,64,73,35,56,50,73,22,4,7,1408,4,63500000
Achraf Haaland,23,Netherlands,Sevilla,Premier League,RB,60,65,61,65,70,56,58,32,12,13,2144,2,62140000
Diogo Pavard,37,USA,Liverpool,Bundesliga,LB,72,72,80,78,72,68,80,24,6,4,1848,5,71560000
Bruno Suarez,33,Chile,Benfica,Saudi League,RM,57,59,39,40,48,39,62,22,4,3,1254,3,57340000
Federico Messi,21,Chile,Atletico Madrid,Saudi League,CDM,61,66,53,64,60,54,55,38,16,8,3382,0,63380000
Mohamed Reus,39,USA,Barcelona,Saudi League,LM,73,75,73,65,78,65,61,26,9,7,2054,2,73470000
